15	611
15	725
19	23
5	727
8	606
5	772
19	264
9	237
19	507
10	493
8	233
14	31
15	394
15	724
18	89
9	15
10	182
12	234
14	196
15	605
15	647
15	221
17	33
15	749
16	177
5	72
0	89
4	445
7	90
12	36
14	492
1	492
9	445
8	495
9	145
14	631
19	389
6	273
14	183
16	378
15	231
15	756
7	239
19	145
3	77
10	25
0	236
17	442
12	606
18	443
15	236
17	621
9	239
6	534
15	675
9	90
14	145
17	54
13	487
5	235
0	177
15	268
9	196
13	31
0	237
9	751
5	495
2	606
2	487
15	110
19	64
11	196
13	728
1	748
5	89
8	177
15	272
13	727
15	215
15	81
0	32
16	236
11	89
12	557
11	735
8	157
16	749
10	631
15	212
15	461
6	274
6	189
2	450
15	237
1	358
15	718
11	216
17	239
18	239
8	58
19	356
15	15
15	425
14	36
5	557
12	488
19	463
4	787
3	71
6	718
2	31
16	235
19	391
3	183
15	115
7	445
12	444
16	127
11	32
0	756
15	609
1	182
19	233
15	750
17	728
14	57
15	487
9	243
14	58
12	236
13	633
15	218
0	730
2	421
19	39
15	524
5	15
2	182
0	442
19	786
14	442
2	479
19	552
11	727
16	443
9	763
9	232
9	241
7	442
4	343
15	233
16	89
15	80
19	439
4	57
9	34
9	756
2	504
15	794
1	487
19	801
8	196
14	494
7	237
5	640
18	727
8	358
15	183
9	728
6	394
18	235
12	466
8	748
12	369
5	532
9	16
15	114
12	493
9	755
4	616
9	557
19	313
6	484
15	157
9	217
14	369
11	592
17	71
3	81
8	31
15	743
19	62
8	53
4	420
5	750
9	495
15	156
10	181
17	636
6	271
8	212
7	236
10	633
12	446
15	645
9	240
6	272
15	32
4	52
3	269
12	442
4	456
15	241
15	11
15	513
2	557
18	243
8	36
17	235
1	729
19	340
9	242
1	442
14	647
0	633
0	729
14	469
19	826
19	41
16	206
13	442
9	19
15	621
15	123
15	23
15	33
14	171
15	379
11	728
15	245
19	377
14	63
9	487
3	67
0	181
15	343
8	425
8	57
17	443
5	633
6	269
5	748
17	749
17	536
5	353
17	487
15	93
19	754
10	785
19	271
6	67
14	168
19	234
9	443
15	492
5	749
9	234
14	646
16	506
17	607
15	792
1	346
12	445
15	265
19	474
8	546
9	444
6	686
7	487
15	558
15	238
1	494
15	389
12	636
15	305
19	40
15	687
15	378
15	395
18	242
9	757
5	730
17	240
15	538
14	358
2	830
12	830
11	633
13	34
9	633
16	504
19	35
9	197
15	587
15	508
19	755
13	749
16	442
9	244
15	234
13	443
15	608
0	749
7	196
15	73
15	71
13	729
9	759
15	757
1	749
5	31
10	443
5	729
15	390
18	33
1	196
15	264
15	726
14	62
5	175
8	487
5	16
6	395
15	16
17	237
5	830
15	495
8	232
15	755
15	285
2	25
12	233
18	487
15	216
9	88
14	727
15	577
19	461
15	536
15	633
8	557
9	748
5	236
15	470
15	128
3	79
9	233
12	358
15	669
5	212
15	583
15	728
18	237
5	751
11	34
15	604
7	235
5	534
9	761
4	538
8	830
15	723
3	121
19	6
17	89
16	238
9	212
9	89
15	730
8	234
17	82
14	212
14	463
3	588
7	633
6	487
15	127
19	221
0	443
1	31
19	645
5	32
15	466
7	729
18	442
12	492
15	396
15	299
8	134
15	758
4	53
12	182
9	553
4	791
8	181
5	67
15	637
15	90
19	11
15	447
19	517
15	515
7	727
0	748
19	681
15	88
19	378
14	378
10	442
15	388
14	722
9	729
18	446
15	240
10	494
3	532
9	216
3	155
15	469
15	309
1	785
12	216
12	495
15	421
5	492
0	506
11	817
16	636
5	620
15	19
7	34
12	134
8	727
12	58
15	444
15	612
15	243
14	237
10	487
15	235
15	10
15	463
7	446
19	60
15	274
15	169
8	749
12	487
15	746
15	170
14	323
15	217
0	487
17	772
18	729
15	603
7	443
15	762
10	492
13	237
15	532
2	212
16	31
9	238
12	212
9	724
9	466
5	616
15	748
10	756
18	447
14	25
14	236
15	145
5	127
15	271
17	727
0	750
15	473
5	728
14	651
8	633
1	503
18	88
1	25
10	31
18	444
3	418
15	761
19	63
9	442
6	611
12	631
0	760
15	481
8	503
15	533
11	31
18	445
12	57
15	89
18	728
12	239
8	421
1	174
19	273
0	31
12	749
9	723
19	232
17	238
14	174
12	443
8	651
8	182
6	275
15	727
17	637
13	236
19	646
16	383
15	445
19	481
3	830
5	609
15	284
12	232
6	719
9	245
16	727
15	72
10	748
12	25
19	115
13	730
7	89
0	492
17	236
15	620
1	728
15	259
10	750
6	163
9	31
15	189
15	772
18	31
15	21
17	492
9	32
15	827
5	241
17	603
12	60
15	517
5	443
19	493
18	633
4	447
14	238
15	244
5	756
12	558
9	760
19	553
19	314
